NUMBER, LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,TEAM,POWER,LOCATION,EVENT
22,7,107,26.713,34.61,43.587,116,821.5,821.5,26.7,34.6,43.6,OROWL,N ,235,Location 2,Free Practice 1
22,8,85,31.553,40.862,55.082,95.4,949,949,31.6,40.9,55.1,OROWL,N ,235,Location 2,Free Practice 1
22,9,69,26.002,33.798,42.631,118.8,1051.4,1051.4,26,33.8,42.6,OROWL,N ,235,Location 2,Free Practice 1
22,10,85,31.612,42.467,58.582,91.7,1184.1,1184.1,31.6,42.5,58.6,OROWL,N ,235,Location 2,Free Practice 1
22,11,89,413.8,39.917,47.147,24.3,1685,1685,413.8,39.9,47.1,OROWL,N ,235,Location 2,Free Practice 1
22,12,94,27.967,38.768,46.676,107.3,1798.4,1798.4,28,38.8,46.7,OROWL,N ,235,Location 2,Free Practice 1
22,13,83,25.063,32.766,41.789,122.1,1898,1898,25.1,32.8,41.8,OROWL,N ,250,Location 2,Free Practice 1
22,14,98,28.04,37.478,46.355,108.8,2009.9,2009.9,28,37.5,46.4,OROWL,N ,235,Location 2,Free Practice 1
22,15,111,25.903,33.484,71.1,93.2,2140.4,2140.4,25.9,33.5,71.1,OROWL,N ,235,Location 2,Free Practice 1
22,16,99,271.5,39.131,46.356,34.1,2497.4,2497.4,271.5,39.1,46.4,OROWL,N ,235,Location 2,Free Practice 1
22,17,82,26.862,38.189,45.167,110.4,2607.6,2607.6,26.9,38.2,45.2,OROWL,N ,250,Location 2,Free Practice 1
22,18,98,24.726,32.622,42.21,122.2,2707.2,2707.2,24.7,32.6,42.2,OROWL,N ,250,Location 2,Free Practice 1
23,1,88,49.234,40.362,49.795,87.3,139.4,139.4,49.2,40.4,49.8,SBU,Nt,235,Location 2,Free Practice 1
23,2,73,30.287,36.304,45.987,108.1,252,252,30.3,36.3,46,SBU,Nt,235,Location 2,Free Practice 1
23,3,93,61.2,36,46.532,84.7,395.7,395.7,61.2,36,46.5,SBU,Nt,235,Location 2,Free Practice 1
23,4,100,27.26,35.228,43.948,114.3,502.1,502.1,27.3,35.2,43.9,SBU,Nt,235,Location 2,Free Practice 1
23,5,88,26.899,34.892,43.518,115.5,607.4,607.4,26.9,34.9,43.5,SBU,Nt,235,Location 2,Free Practice 1
23,6,116,27.206,35.428,44.101,114,714.2,714.2,27.2,35.4,44.1,SBU,Nt,235,Location 2,Free Practice 1
23,7,101,27.427,34.858,43.463,115.1,819.9,819.9,27.4,34.9,43.5,SBU,Nt,235,Location 2,Free Practice 1
23,8,81,27.171,43.423,51.142,100,941.6,941.6,27.2,43.4,51.1,SBU,Nt,235,Location 2,Free Practice 1
23,9,112,26.427,33.956,42.549,118.2,1044.6,1044.6,26.4,34,42.5,SBU,Nt,235,Location 2,Free Practice 1
23,10,87,28.145,35.586,51.925,105.2,1160.2,1160.2,28.1,35.6,51.9,SBU,Nt,235,Location 2,Free Practice 1
23,11,100,382.5,92.8,95,21.3,1730.6,1730.6,382.5,92.8,95,SBU,Nt,235,Location 2,Free Practice 1
23,12,73,407,83.1,88.2,21,2308.8,2308.8,407,83.1,88.2,SBU,Nt,235,Location 2,Free Practice 1
23,13,110,86.4,37.542,46.58,71.4,2479.3,2479.3,86.4,37.5,46.6,SBU,Nt,235,Location 2,Free Practice 1
23,14,83,28.835,40.676,49.529,102.2,2598.3,2598.3,28.8,40.7,49.5,SBU,Nt,250,Location 2,Free Practice 1
23,15,69,25.099,50.764,41.863,103.4,2716,2716,25.1,50.8,41.9,SBU,Nt,250,Location 2,Free Practice 1
25,1,81,47.989,40.423,65.5,79.1,153.9,153.9,48,40.4,65.5,JVER,DS,235,Location 2,Free Practice 1
25,2,97,28.022,35.805,52.559,104.5,270.3,270.3,28,35.8,52.6,JVER,DS,235,Location 2,Free Practice 1
25,3,84,53.969,35.601,46.394,89.5,406.3,406.3,54,35.6,46.4,JVER,DS,235,Location 2,Free Practice 1
25,4,96,26.908,34.626,69,93.2,536.8,536.8,26.9,34.6,69,JVER,DS,235,Location 2,Free Practice 1
25,5,103,26.89,34.835,43.867,115.2,642.4,642.4,26.9,34.8,43.9,JVER,DS,235,Location 2,Free Practice 1
25,6,105,26.515,35.009,44.878,114.4,748.8,748.8,26.5,35,44.9,JVER,DS,235,Location 2,Free Practice 1
25,7,83,26.056,33.846,43.215,118,851.9,851.9,26.1,33.8,43.2,JVER,DS,235,Location 2,Free Practice 1
25,8,130,32.31,48.123,65.8,83.2,998.2,998.2,32.3,48.1,65.8,JVER,DS,235,Location 2,Free Practice 1
25,9,117,37.182,35.343,46.746,102,1117.4,1117.4,37.2,35.3,46.7,JVER,DS,235,Location 2,Free Practice 1
25,10,89,27.112,34.798,51.584,107.2,1230.9,1230.9,27.1,34.8,51.6,JVER,DS,235,Location 2,Free Practice 1
25,11,144,326.7,40.161,51.095,29.1,1648.9,1648.9,326.7,40.2,51.1,JVER,DS,235,Location 2,Free Practice 1
25,12,93,28.661,40.171,57.302,96.5,1775,1775,28.7,40.2,57.3,JVER,DS,235,Location 2,Free Practice 1
25,13,119,25.078,32.605,42.109,121.9,1874.8,1874.8,25.1,32.6,42.1,JVER,DS,250,Location 2,Free Practice 1
25,14,73,30.198,38.532,47.294,104.9,1990.9,1990.9,30.2,38.5,47.3,JVER,DS,235,Location 2,Free Practice 1
25,15,123,25.739,33.307,42.434,119.9,2092.3,2092.3,25.7,33.3,42.4,JVER,DS,235,Location 2,Free Practice 1
25,16,100,46.204,83,89,55.7,2310.6,2310.6,46.2,83,89,JVER,DS,235,Location 2,Free Practice 1
25,17,107,125.9,46.244,47.611,55.4,2530.3,2530.3,125.9,46.2,47.6,JVER,DS,235,Location 2,Free Practice 1
25,18,97,30.621,37.664,45.304,107.1,2643.9,2643.9,30.6,37.7,45.3,JVER,DS,250,Location 2,Free Practice 1
25,19,73,24.705,32.906,42.005,122.1,2743.5,2743.5,24.7,32.9,42,JVER,DS,250,Location 2,Free Practice 1
27,1,73,60.4,41.556,50.762,79.7,152.7,152.7,60.4,41.6,50.8,J,BMWE,235,Location 2,Free Practice 1
27,2,110,27.881,36.534,52.483,104.1,269.6,269.6,27.9,36.5,52.5,J,BMWE,235,Location 2,Free Practice 1
27,3,133,55.146,36.696,54.496,83.1,415.9,415.9,55.1,36.7,54.5,J,BMWE,235,Location 2,Free Practice 1
27,4,92,26.973,34.935,43.913,115,521.7,521.7,27,34.9,43.9,J,BMWE,235,Location 2,Free Practice 1
27,5,122,26.521,34.41,43.658,116.3,626.3,626.3,26.5,34.4,43.7,J,BMWE,235,Location 2,Free Practice 1
27,6,87,31.477,36.706,51.413,101.7,745.9,745.9,31.5,36.7,51.4,J,BMWE,235,Location 2,Free Practice 1
27,7,82,26.274,34.353,212.3,44.6,1018.8,1018.8,26.3,34.4,212.3,J,BMWE,235,Location 2,Free Practice 1
27,8,79,26.305,33.984,43.124,117.7,1122.2,1122.2,26.3,34,43.1,J,BMWE,235,Location 2,Free Practice 1
27,9,87,29.967,40.22,48.391,102.6,1240.8,1240.8,30,40.2,48.4,J,BMWE,235,Location 2,Free Practice 1
27,10,71,26.04,33.76,42.614,118.8,1343.2,1343.2,26,33.8,42.6,J,BMWE,235,Location 2,Free Practice 1
27,11,98,27.893,35.075,50.7,107,1456.9,1456.9,27.9,35.1,50.7,J,BMWE,235,Location 2,Free Practice 1
27,12,88,268.3,38.435,47.89,34.3,1811.6,1811.5,268.3,38.4,47.9,J,BMWE,235,Location 2,Free Practice 1
27,13,74,26.503,34.078,43.213,117.2,1915.3,1915.3,26.5,34.1,43.2,J,BMWE,235,Location 2,Free Practice 1
27,14,76,26.015,37.605,53.045,104.3,2032,2032,26,37.6,53,J,BMWE,235,Location 2,Free Practice 1
27,15,89,28.046,41.378,79.7,81.6,2181.1,2181.1,28,41.4,79.7,J,BMWE,235,Location 2,Free Practice 1
27,16,114,266.6,37.18,49.813,34.4,2534.7,2534.7,266.6,37.2,49.8,J,BMWE,250,Location 2,Free Practice 1
27,17,0,25.218,32.733,41.636,122.2,2634.3,2634.3,25.2,32.7,41.6,J,BMWE,250,Location 2,Free Practice 1
27,18,122,29.222,42.193,45.935,103.7,2751.6,2751.6,29.2,42.2,45.9,J,BMWE,250,Location 2,Free Practice 1
28,1,93,122,39.988,46.823,58.3,208.9,208.9,122,40,46.8,MNT,BMWl,235,Location 2,Free Practice 1
28,2,87,27.8,48.562,76.6,79.5,361.8,361.8,27.8,48.6,76.6,MNT,BMWl,235,Location 2,Free Practice 1
28,3,93,26.875,34.816,43.786,115.4,467.3,467.3,26.9,34.8,43.8,MNT,BMWl,235,Location 2,Free Practice 1
28,4,87,26.396,34.026,43.652,116.9,571.4,571.4,26.4,34,43.7,MNT,BMWl,235,Location 2,Free Practice 1
28,5,83,26.433,34.399,43.305,116.8,675.5,675.5,26.4,34.4,43.3,MNT,BMWl,235,Location 2,Free Practice 1
28,6,113,26.389,34.373,49.944,109.9,786.2,786.2,26.4,34.4,49.9,MNT,BMWl,235,Location 2,Free Practice 1
28,7,105,476,35.542,44.183,21.9,1341.9,1341.9,476,35.5,44.2,MNT,BMWl,235,Location 2,Free Practice 1
28,8,117,26.692,34.2,43.113,117,1445.9,1445.9,26.7,34.2,43.1,MNT,BMWl,235,Location 2,Free Practice 1
28,9,129,26.354,40.504,56.856,98.4,1569.6,1569.6,26.4,40.5,56.9,MNT,BMWl,235,Location 2,Free Practice 1
28,10,71,25.963,33.705,46.481,114.6,1675.8,1675.8,26,33.7,46.5,MNT,BMWl,235,Location 2,Free Practice 1
28,11,83,417.7,49.231,88.9,21.9,2231.6,2231.6,417.7,49.2,88.9,MNT,BMWl,235,Location 2,Free Practice 1
28,12,70,166.2,38.756,51.102,47.5,2487.6,2487.6,166.2,38.8,51.1,MNT,BMWl,235,Location 2,Free Practice 1
28,13,83,25.27,32.956,41.714,121.8,2587.6,2587.6,25.3,33,41.7,MNT,BMWl,250,Location 2,Free Practice 1
28,14,96,26.809,36.823,43.058,114.1,2694.3,2694.3,26.8,36.8,43.1,MNT,BMWl,250,Location 2,Free Practice 1
28,15,88,25.15,37.491,42.104,116.2,2799,2799,25.1,37.5,42.1,MNT,BMWl,250,Location 2,Free Practice 1
29,1,72,70.2,40.01,53.23,74.4,163.4,163.4,70.2,40,53.2,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,2,119,26.968,34.797,55.134,104.1,280.3,280.3,27,34.8,55.1,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,3,89,49.164,34.723,48.413,92,412.6,412.6,49.2,34.7,48.4,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,4,84,27.107,34.853,43.99,114.8,518.6,518.6,27.1,34.9,44,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,5,91,26.707,34.59,43.995,115.6,623.9,623.9,26.7,34.6,44,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,6,96,26.569,34.585,43.632,116.1,728.7,728.7,26.6,34.6,43.6,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,7,104,26.885,35.215,48.815,109.7,839.6,839.6,26.9,35.2,48.8,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,8,103,26.571,34.349,53.38,106.5,953.9,953.9,26.6,34.3,53.4,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,9,70,26.235,34.037,43.209,117.6,1057.4,1057.4,26.2,34,43.2,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,10,91,26.286,34.019,49.544,110.8,1167.2,1167.2,26.3,34,49.5,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,11,84,435,37.826,53.778,23.1,1693.8,1693.8,435,37.8,53.8,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,12,85,26.023,33.907,45.38,115.5,1799.2,1799.2,26,33.9,45.4,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,13,114,25.864,33.724,42.444,119.3,1901.2,1901.2,25.9,33.7,42.4,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,14,133,34.649,44.742,55.224,90.4,2035.8,2035.8,34.6,44.7,55.2,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,15,93,25.511,32.865,71.1,94,2165.3,2165.3,25.5,32.9,71.1,AS,MAHINDRAd,235,Location 2,Free Practice 1
29,16,124,315.9,36.282,47.423,30.5,2564.8,2564.8,315.9,36.3,47.4,AS,MAHINDRAd,250,Location 2,Free Practice 1
29,17,69,25.207,32.809,42.683,120.8,2665.5,2665.5,25.2,32.8,42.7,AS,MAHINDRAd,250,Location 2,Free Practice 1
29,18,100,25.492,34.302,42.887,118.5,2768.2,2768.2,25.5,34.3,42.9,AS,MAHINDRAd,250,Location 2,Free Practice 1
33,1,71,63.8,41.311,53.49,76.7,158.6,158.6,63.8,41.3,53.5,RR,AR,235,Location 2,Free Practice 1
33,2,89,27.166,35.763,51.461,106.4,273,273,27.2,35.8,51.5,RR,AR,235,Location 2,Free Practice 1
33,3,72,53.374,36.158,48.307,88.3,410.9,410.9,53.4,36.2,48.3,RR,AR,235,Location 2,Free Practice 1
33,4,92,27.024,34.478,43.677,115.7,516.1,516.1,27,34.5,43.7,RR,AR,235,Location 2,Free Practice 1
33,5,123,26.663,34.74,43.959,115.5,621.4,621.4,26.7,34.7,44,RR,AR,235,Location 2,Free Practice 1
33,6,75,26.866,34.49,43.779,115.7,726.6,726.6,26.9,34.5,43.8,RR,AR,235,Location 2,Free Practice 1
33,7,126,27.233,34.62,45.565,113.3,834,834,27.2,34.6,45.6,RR,AR,235,Location 2,Free Practice 1
33,8,92,26.992,34.465,49.227,109.9,944.7,944.7,27,34.5,49.2,RR,AR,235,Location 2,Free Practice 1
33,9,72,26.242,33.963,47.743,112.7,1052.6,1052.6,26.2,34,47.7,RR,AR,235,Location 2,Free Practice 1
33,10,113,358.6,38.992,45.365,27.5,1495.5,1495.5,358.6,39,45.4,RR,AR,235,Location 2,Free Practice 1
33,11,117,26.539,33.368,42.394,118.9,1597.8,1597.8,26.5,33.4,42.4,RR,AR,235,Location 2,Free Practice 1
33,12,109,26.47,33.467,42.463,118.8,1700.2,1700.2,26.5,33.5,42.5,RR,AR,235,Location 2,Free Practice 1
33,13,68,25.925,33.763,48.689,112.3,1808.6,1808.6,25.9,33.8,48.7,RR,AR,235,Location 2,Free Practice 1
33,14,102,217.1,38.749,54.477,39.2,2118.9,2118.9,217.1,38.7,54.5,RR,AR,235,Location 2,Free Practice 1
33,15,99,294,39.994,49.07,31.8,2502,2502,294,40,49.1,RR,AR,235,Location 2,Free Practice 1
33,16,129,25.215,32.632,45.466,117.8,2605.3,2605.3,25.2,32.6,45.5,RR,AR,235,Location 2,Free Practice 1
33,17,125,25.008,32.64,42.842,121.1,2705.8,2705.8,25,32.6,42.8,RR,AR,250,Location 2,Free Practice 1
36,1,85,79,40.705,50.735,71.4,170.4,170.4,79,40.7,50.7,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,2,73,28.325,37.081,69.7,90.1,305.5,305.5,28.3,37.1,69.7,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,3,83,32.933,35.73,46.97,105.2,421.1,421.1,32.9,35.7,47,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,4,71,27.313,35.149,44.198,114.1,527.8,527.8,27.3,35.1,44.2,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,5,133,26.941,34.801,43.523,115.6,633.1,633.1,26.9,34.8,43.5,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,6,87,26.813,34.938,43.835,115.2,738.7,738.7,26.8,34.9,43.8,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,7,83,26.741,34.373,43.598,116.2,843.4,843.4,26.7,34.4,43.6,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,8,93,37.098,45.417,56.521,87.5,982.4,982.4,37.1,45.4,56.5,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,9,83,26.341,34.034,42.692,118.1,1085.5,1085.5,26.3,34,42.7,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,10,100,26.066,34.013,42.614,118.5,1188.2,1188.2,26.1,34,42.6,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,11,104,37.319,48.393,52.475,88.1,1326.4,1326.4,37.3,48.4,52.5,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,12,80,26.053,33.739,42.282,119.2,1428.4,1428.4,26.1,33.7,42.3,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,13,100,26.015,37.019,58.802,99.9,1550.3,1550.3,26,37,58.8,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,14,93,25.825,33.973,42.334,119.1,1652.4,1652.4,25.8,34,42.3,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,15,87,35.326,47.088,50.507,91.5,1785.3,1785.3,35.3,47.1,50.5,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,16,71,26.063,33.423,42.708,119.1,1887.5,1887.5,26.1,33.4,42.7,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,17,74,28.579,38.593,52.629,101.6,2007.3,2007.3,28.6,38.6,52.6,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,18,87,405.1,40.061,45.864,24.8,2498.3,2498.3,405.1,40.1,45.9,ALOTTE,TAG ,235,Location 2,Free Practice 1
36,19,114,29.597,35.235,47.225,108.6,2610.4,2610.4,29.6,35.2,47.2,ALOTTE,TAG ,250,Location 2,Free Practice 1
36,20,79,25.406,33.24,41.77,121.2,2710.8,2710.8,25.4,33.2,41.8,ALOTTE,TAG ,250,Location 2,Free Practice 1
37,1,101,56.052,40.792,51.143,82.2,148,148,56.1,40.8,51.1,N,EA,235,Location 2,Free Practice 1
37,2,144,26.953,35.627,52.193,106,262.8,262.8,27,35.6,52.2,N,EA,235,Location 2,Free Practice 1
37,3,86,58.186,35.381,44.084,88.4,400.4,400.4,58.2,35.4,44.1,N,EA,235,Location 2,Free Practice 1
37,4,93,27.522,35.247,44.611,113.3,507.8,507.8,27.5,35.2,44.6,N,EA,235,Location 2,Free Practice 1
37,5,137,27.067,35.148,44.142,114.4,614.1,614.1,27.1,35.1,44.1,N,EA,235,Location 2,Free Practice 1
37,6,97,26.78,34.862,43.86,115.3,719.7,719.7,26.8,34.9,43.9,N,EA,235,Location 2,Free Practice 1
37,7,89,26.686,34.698,43.739,115.8,824.8,824.8,26.7,34.7,43.7,N,EA,235,Location 2,Free Practice 1
37,8,89,26.875,51.714,63.7,85.5,967,967,26.9,51.7,63.7,N,EA,235,Location 2,Free Practice 1
37,9,143,26.094,34.268,42.553,118.2,1069.9,1069.9,26.1,34.3,42.6,N,EA,235,Location 2,Free Practice 1
37,10,83,26.129,34,49.109,111.4,1179.2,1179.2,26.1,34,49.1,N,EA,235,Location 2,Free Practice 1
37,11,90,429.1,38.338,48.003,23.6,1694.6,1694.6,429.1,38.3,48,N,EA,235,Location 2,Free Practice 1
37,12,127,26.999,35.991,45.535,112.1,1803.1,1803.1,27,36,45.5,N,EA,235,Location 2,Free Practice 1
37,13,191,25.725,33.554,42.324,119.8,1904.7,1904.7,25.7,33.6,42.3,N,EA,235,Location 2,Free Practice 1
37,14,97,42.242,40.303,50.564,91.4,2037.8,2037.8,42.2,40.3,50.6,N,EA,235,Location 2,Free Practice 1
37,15,116,25.257,33.649,75.4,90.6,2172.1,2172.1,25.3,33.6,75.4,N,EA,250,Location 2,Free Practice 1
37,16,163,319.7,36.974,47.98,30.1,2576.8,2576.8,319.7,37,48,N,EA,250,Location 2,Free Practice 1
37,17,111,24.865,32.641,41.634,122.7,2675.9,2675.9,24.9,32.6,41.6,N,EA,250,Location 2,Free Practice 1
37,18,84,34.01,45.094,58.173,88.6,2813.2,2813.2,34,45.1,58.2,N,EA,250,Location 2,Free Practice 1
4,1,82,59.449,41.621,49.811,80.6,150.9,150.9,59.4,41.6,49.8,RFRI,EF,235,Location 2,Free Practice 1
4,2,69,28.009,35.898,52.641,104.4,267.4,267.4,28,35.9,52.6,RFRI,EF,235,Location 2,Free Practice 1
4,3,72,55.928,35.968,48.5,86.7,407.8,407.8,55.9,36,48.5,RFRI,EF,235,Location 2,Free Practice 1
4,4,183,26.911,34.849,44.24,114.8,513.8,513.8,26.9,34.8,44.2,RFRI,EF,235,Location 2,Free Practice 1
4,5,70,26.913,34.854,43.974,115.1,619.6,619.6,26.9,34.9,44,RFRI,EF,235,Location 2,Free Practice 1
4,6,101,26.756,34.888,44.433,114.7,725.6,725.6,26.8,34.9,44.4,RFRI,EF,235,Location 2,Free Practice 1
4,7,103,27.264,34.736,43.583,115.2,831.2,831.2,27.3,34.7,43.6,RFRI,EF,235,Location 2,Free Practice 1
4,8,123,26.981,37.643,55.894,101,951.7,951.7,27,37.6,55.9,RFRI,EF,235,Location 2,Free Practice 1
4,9,68,26.08,33.919,42.76,118.4,1054.5,1054.5,26.1,33.9,42.8,RFRI,EF,235,Location 2,Free Practice 1
4,10,85,26.299,35.043,49.636,109.6,1165.5,1165.5,26.3,35,49.6,RFRI,EF,235,Location 2,Free Practice 1
4,11,98,366.9,38.443,45.805,27,1616.7,1616.7,366.9,38.4,45.8,RFRI,EF,235,Location 2,Free Practice 1
4,12,102,27.856,35.233,48.026,109.5,1727.8,1727.8,27.9,35.2,48,RFRI,EF,235,Location 2,Free Practice 1
4,13,77,25.317,32.888,41.856,121.6,1827.8,1827.8,25.3,32.9,41.9,RFRI,EF,250,Location 2,Free Practice 1
4,14,68,28.647,38.047,48.218,105.9,1942.7,1942.7,28.6,38,48.2,RFRI,EF,235,Location 2,Free Practice 1
4,15,71,25.992,33.571,48.488,112.6,2050.8,2050.8,26,33.6,48.5,RFRI,EF,235,Location 2,Free Practice 1
4,16,89,423.1,35.718,44.773,24.2,2554.4,2554.4,423.1,35.7,44.8,RFRI,EF,235,Location 2,Free Practice 1
4,17,88,27.125,38.141,44,111.4,2663.7,2663.7,27.1,38.1,44,RFRI,EF,250,Location 2,Free Practice 1
4,18,68,24.991,32.481,41.559,122.9,2762.7,2762.7,25,32.5,41.6,RFRI,EF,250,Location 2,Free Practice 1
48,1,80,78,39.811,49.64,72.7,167.4,167.4,78,39.8,49.6,EMORT,ROKo,235,Location 2,Free Practice 1
48,2,91,27.964,36.172,62.3,96.2,293.8,293.8,28,36.2,62.3,EMORT,ROKo,235,Location 2,Free Practice 1
48,3,72,40.999,35.744,48.743,97,419.3,419.3,41,35.7,48.7,EMORT,ROKo,235,Location 2,Free Practice 1
48,4,110,27.111,34.875,43.502,115.3,524.8,524.8,27.1,34.9,43.5,EMORT,ROKo,235,Location 2,Free Practice 1
48,5,90,26.665,34.657,43.492,116.1,629.6,629.6,26.7,34.7,43.5,EMORT,ROKo,235,Location 2,Free Practice 1
48,6,84,26.759,34.553,45.035,114.4,736,736,26.8,34.6,45,EMORT,ROKo,235,Location 2,Free Practice 1
48,7,117,26.571,34.622,44.114,115.5,841.3,841.3,26.6,34.6,44.1,EMORT,ROKo,235,Location 2,Free Practice 1
48,8,101,31.795,40.264,56.262,94.8,969.6,969.6,31.8,40.3,56.3,EMORT,ROKo,235,Location 2,Free Practice 1
48,9,72,26.507,34.12,42.857,117.6,1073.1,1073.1,26.5,34.1,42.9,EMORT,ROKo,235,Location 2,Free Practice 1
48,10,84,29.235,39.449,51.187,101.5,1193,1193,29.2,39.4,51.2,EMORT,ROKo,235,Location 2,Free Practice 1
48,11,89,26.146,33.71,42.474,118.9,1295.3,1295.3,26.1,33.7,42.5,EMORT,ROKo,235,Location 2,Free Practice 1
48,12,90,30.813,39.598,48.764,102.1,1414.5,1414.5,30.8,39.6,48.8,EMORT,ROKo,235,Location 2,Free Practice 1
48,13,156,26.146,33.868,42.468,118.7,1516.9,1516.9,26.1,33.9,42.5,EMORT,ROKo,235,Location 2,Free Practice 1
48,14,104,28.205,36.229,49.937,106.4,1631.3,1631.3,28.2,36.2,49.9,EMORT,ROKo,235,Location 2,Free Practice 1
48,15,117,190.2,39.242,49.14,43.7,1909.9,1909.9,190.2,39.2,49.1,EMORT,ROKo,235,Location 2,Free Practice 1
48,16,75,25.449,33.05,42.242,120.8,2010.7,2010.7,25.4,33,42.2,EMORT,ROKo,250,Location 2,Free Practice 1
48,17,73,27.268,35.467,59.508,99.5,2132.9,2132.9,27.3,35.5,59.5,EMORT,ROKo,235,Location 2,Free Practice 1
48,18,74,291.7,38.934,47.868,32.1,2511.4,2511.4,291.7,38.9,47.9,EMORT,ROKo,235,Location 2,Free Practice 1
48,19,136,28.057,35.956,45.316,111.3,2620.8,2620.8,28.1,36,45.3,EMORT,ROKo,250,Location 2,Free Practice 1
48,20,88,24.935,33.143,44.679,118.4,2723.5,2723.5,24.9,33.1,44.7,EMORT,ROKo,250,Location 2,Free Practice 1
5,1,72,55.033,40.353,50.016,83.7,145.4,145.4,55,40.4,50,SVANDOO,Ml,235,Location 2,Free Practice 1
5,2,81,27.782,36.238,46.682,109.9,256.1,256.1,27.8,36.2,46.7,SVANDOO,Ml,235,Location 2,Free Practice 1
5,3,106,62.1,35.979,48.804,82.8,403,403,62.1,36,48.8,SVANDOO,Ml,235,Location 2,Free Practice 1
5,4,113,27.246,34.963,43.657,114.9,508.9,508.9,27.2,35,43.7,SVANDOO,Ml,235,Location 2,Free Practice 1
5,5,70,27.099,34.761,43.906,115,614.6,614.6,27.1,34.8,43.9,SVANDOO,Ml,235,Location 2,Free Practice 1
5,6,162,26.954,34.715,47.789,111.2,724.1,724.1,27,34.7,47.8,SVANDOO,Ml,235,Location 2,Free Practice 1
5,7,85,26.814,34.609,43.5,116,829,829,26.8,34.6,43.5,SVANDOO,Ml,235,Location 2,Free Practice 1
5,8,89,26.878,34.657,44.104,115.2,934.6,934.6,26.9,34.7,44.1,SVANDOO,Ml,235,Location 2,Free Practice 1
5,9,88,27.184,34.782,51.399,107.3,1048,1048,27.2,34.8,51.4,SVANDOO,Ml,235,Location 2,Free Practice 1
5,10,138,444.1,39.68,45.819,23,1577.6,1577.6,444.1,39.7,45.8,SVANDOO,Ml,235,Location 2,Free Practice 1
5,11,80,26.26,35.333,53.384,105.8,1692.6,1692.6,26.3,35.3,53.4,SVANDOO,Ml,235,Location 2,Free Practice 1
5,12,175,26.157,33.745,42.643,118.7,1795.1,1795.1,26.2,33.7,42.6,SVANDOO,Ml,235,Location 2,Free Practice 1
5,13,70,32.972,43.854,60.3,88.7,1932.3,1932.3,33,43.9,60.3,SVANDOO,Ml,235,Location 2,Free Practice 1
5,14,98,25.995,37.726,50.476,106.6,2046.5,2046.5,26,37.7,50.5,SVANDOO,Ml,235,Location 2,Free Practice 1
5,15,97,25.356,32.888,84,85.5,2188.8,2188.8,25.4,32.9,84,SVANDOO,Ml,235,Location 2,Free Practice 1
5,16,103,218.9,37.449,49.164,39.8,2494.2,2494.2,218.9,37.4,49.2,SVANDOO,Ml,250,Location 2,Free Practice 1
5,17,84,25.018,32.432,41.397,123.1,2593.1,2593.1,25,32.4,41.4,SVANDOO,Ml,250,Location 2,Free Practice 1
5,18,89,29.304,39.337,51.244,101.5,2713,2713,29.3,39.3,51.2,SVANDOO,Ml,235,Location 2,Free Practice 1
6,1,106,81.2,41.441,53.008,69.3,175.6,175.6,81.2,41.4,53,NL,DRAGONÃ,235,Location 2,Free Practice 1
6,2,101,27.911,36.497,73.9,88,313.9,313.9,27.9,36.5,73.9,NL,DRAGONÃ,235,Location 2,Free Practice 1
