NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
17,1,6,113,0,27.08,0,34.886,0,47.81,0,110.8,725.3,725.3,27.1,34.9,47.8,NVR,0,,ME,,Location 2,Free Practice 1
17,1,7,98,0,26.821,0,34.682,0,43.244,0,116.2,830,830,26.8,34.7,43.2,NVR,0,,ME,,Location 2,Free Practice 1
17,1,8,94,0,26.723,0,34.809,0,44.763,0,114.5,936.3,936.3,26.7,34.8,44.8,NVR,0,,ME,,Location 2,Free Practice 1
17,1,9,157,0,27.101,0,34.776,0,51.073,0,107.7,1049.3,1049.3,27.1,34.8,51.1,NVR,0,,ME,,Location 2,Free Practice 1
17,1,10,71,0,335.4,0,38.487,0,46.589,0,28.9,1469.7,1469.7,335.4,38.5,46.6,NVR,304,,ME,,Location 2,Free Practice 1
17,1,11,108,0,26.162,0,33.895,0,42.277,0,118.9,1572.1,1572.1,26.2,33.9,42.3,NVR,0,,ME,,Location 2,Free Practice 1
17,1,12,87,0,28.991,0,40.256,0,47.209,0,104.5,1688.5,1688.5,29,40.3,47.2,NVR,0,,ME,,Location 2,Free Practice 1
17,1,13,107,0,25.698,0,33.586,0,43.177,0,118.8,1791,1791,25.7,33.6,43.2,NVR,0,,ME,250,Location 2,Free Practice 1
17,1,14,130,0,36.462,0,38.889,0,53.195,0,94.7,1919.5,1919.5,36.5,38.9,53.2,NVR,0,,ME,235,Location 2,Free Practice 1
17,1,15,90,0,25.126,0,33.88,0,42.2,2,120.2,2020.7,2020.7,25.1,33.9,42.2,NVR,0,,ME,235,Location 2,Free Practice 1
17,1,16,97,0,27.309,0,35.362,0,66.9,0,93.9,2150.3,2150.3,27.3,35.4,66.9,NVR,0,,ME,235,Location 2,Free Practice 1
17,1,17,83,0,246.8,0,38.621,0,46.789,0,36.6,2482.5,2482.5,246.8,38.6,46.8,NVR,218.2,,ME,250,Location 2,Free Practice 1
17,1,18,87,2,24.841,2,32.583,2,42.715,0,121.5,2582.6,2582.6,24.8,32.6,42.7,NVR,0,,ME,250,Location 2,Free Practice 1
17,1,19,83,0,34.11,0,37.19,0,50.462,0,99.9,2704.4,2704.4,34.1,37.2,50.5,NVR,0,,ME,250,Location 2,Free Practice 1
20,1,1,162,0,65.3,0,41.024,0,54.627,0,75.6,161,161,65.3,41,54.6,MEV,31.4,,JE,,Location 2,Free Practice 1
20,1,2,94,0,28.033,0,37.438,0,59.043,0,97.7,285.5,285.5,28,37.4,59,MEV,0,,JE,,Location 2,Free Practice 1
20,1,3,90,0,45.024,0,35.463,0,48.184,0,94.6,414.1,414.1,45,35.5,48.2,MEV,0,,JE,,Location 2,Free Practice 1
20,1,4,102,0,27.464,0,34.818,0,43.915,0,114.6,520.3,520.3,27.5,34.8,43.9,MEV,0,,JE,,Location 2,Free Practice 1
20,1,5,125,0,26.84,0,35.021,0,43.618,0,115.4,625.8,625.8,26.8,35,43.6,MEV,0,,JE,,Location 2,Free Practice 1
20,1,6,121,0,26.901,0,34.594,0,43.459,0,115.9,730.8,730.8,26.9,34.6,43.5,MEV,0,,JE,,Location 2,Free Practice 1
20,1,7,75,0,28.653,0,38.139,0,51.161,0,103.2,848.7,848.7,28.7,38.1,51.2,MEV,0,,JE,,Location 2,Free Practice 1
20,1,8,94,0,26.141,0,34.165,0,48.556,0,111.8,957.6,957.6,26.1,34.2,48.6,MEV,0,,JE,,Location 2,Free Practice 1
20,1,9,74,0,26.147,0,33.864,0,54.67,0,106.1,1072.3,1072.3,26.1,33.9,54.7,MEV,0,,JE,,Location 2,Free Practice 1
20,1,10,87,0,25.94,0,33.661,0,42.903,0,118.7,1174.8,1174.8,25.9,33.7,42.9,MEV,0,,JE,,Location 2,Free Practice 1
20,1,11,89,0,25.966,0,34.321,0,49.44,0,110.9,1284.5,1284.5,26,34.3,49.4,MEV,0,,JE,,Location 2,Free Practice 1
20,1,12,93,0,567.7,0,37.219,0,48.502,0,18.6,1937.9,1937.9,567.7,37.2,48.5,MEV,537.7,,JE,235,Location 2,Free Practice 1
20,1,13,189,0,25.341,0,33.138,0,41.863,0,121.3,2038.2,2038.2,25.3,33.1,41.9,MEV,0,,JE,235,Location 2,Free Practice 1
20,1,14,105,0,27.027,0,34.701,0,79.4,0,86.2,2179.4,2179.4,27,34.7,79.4,MEV,0,,JE,,Location 2,Free Practice 1
20,1,15,105,0,239.3,0,36.486,0,47.77,0,37.6,2502.9,2502.9,239.3,36.5,47.8,MEV,210.7,,JE,,Location 2,Free Practice 1
20,1,16,107,0,26.731,0,38.421,0,45.6,0,109.9,2613.7,2613.7,26.7,38.4,45.6,MEV,0,,JE,250,Location 2,Free Practice 1
20,1,17,93,2,24.986,2,33.129,2,41.492,2,122.2,2713.3,2713.3,25,33.1,41.5,MEV,0,,JE,250,Location 2,Free Practice 1
22,1,1,95,0,51.755,0,40.104,0,49.056,0,86.3,140.9,140.9,51.8,40.1,49.1,OROWL,18.4,,N ,,Location 2,Free Practice 1
22,1,2,85,0,28.119,0,38.169,0,46.687,0,107.7,253.9,253.9,28.1,38.2,46.7,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,3,73,0,63.3,0,36.654,0,45.513,0,83.6,399.4,399.4,63.3,36.7,45.5,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,4,145,0,26.358,0,34.332,0,43.071,0,117.3,503.1,503.1,26.4,34.3,43.1,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,5,72,0,26.627,0,34.94,0,46.525,0,112.6,611.2,611.2,26.6,34.9,46.5,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,6,91,0,26.632,0,34.787,0,43.945,0,115.5,716.6,716.6,26.6,34.8,43.9,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,7,107,0,26.713,0,34.61,0,43.587,0,116,821.5,821.5,26.7,34.6,43.6,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,8,85,0,31.553,0,40.862,0,55.082,0,95.4,949,949,31.6,40.9,55.1,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,9,69,0,26.002,0,33.798,0,42.631,0,118.8,1051.4,1051.4,26,33.8,42.6,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,10,85,0,31.612,0,42.467,0,58.582,0,91.7,1184.1,1184.1,31.6,42.5,58.6,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,11,89,0,413.8,0,39.917,0,47.147,0,24.3,1685,1685,413.8,39.9,47.1,OROWL,378.2,,N ,,Location 2,Free Practice 1
22,1,12,94,0,27.967,0,38.768,0,46.676,0,107.3,1798.4,1798.4,28,38.8,46.7,OROWL,0,,N ,235,Location 2,Free Practice 1
22,1,13,83,0,25.063,0,32.766,0,41.789,2,122.1,1898,1898,25.1,32.8,41.8,OROWL,0,,N ,250,Location 2,Free Practice 1
22,1,14,98,0,28.04,0,37.478,0,46.355,0,108.8,2009.9,2009.9,28,37.5,46.4,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,15,111,0,25.903,0,33.484,0,71.1,0,93.2,2140.4,2140.4,25.9,33.5,71.1,OROWL,0,,N ,,Location 2,Free Practice 1
22,1,16,99,0,271.5,0,39.131,0,46.356,0,34.1,2497.4,2497.4,271.5,39.1,46.4,OROWL,240.5,,N ,,Location 2,Free Practice 1
22,1,17,82,0,26.862,0,38.189,0,45.167,0,110.4,2607.6,2607.6,26.9,38.2,45.2,OROWL,0,,N ,250,Location 2,Free Practice 1
22,1,18,98,2,24.726,2,32.622,2,42.21,0,122.2,2707.2,2707.2,24.7,32.6,42.2,OROWL,0,,N ,250,Location 2,Free Practice 1
23,1,1,88,0,49.234,0,40.362,0,49.795,0,87.3,139.4,139.4,49.2,40.4,49.8,SBU,15.1,,Nt,,Location 2,Free Practice 1
23,1,2,73,0,30.287,0,36.304,0,45.987,0,108.1,252,252,30.3,36.3,46,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,3,93,0,61.2,0,36,0,46.532,0,84.7,395.7,395.7,61.2,36,46.5,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,4,100,0,27.26,0,35.228,0,43.948,0,114.3,502.1,502.1,27.3,35.2,43.9,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,5,88,0,26.899,0,34.892,0,43.518,0,115.5,607.4,607.4,26.9,34.9,43.5,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,6,116,0,27.206,0,35.428,0,44.101,0,114,714.2,714.2,27.2,35.4,44.1,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,7,101,0,27.427,0,34.858,0,43.463,0,115.1,819.9,819.9,27.4,34.9,43.5,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,8,81,0,27.171,0,43.423,0,51.142,0,100,941.6,941.6,27.2,43.4,51.1,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,9,112,2,26.427,0,33.956,2,42.549,0,118.2,1044.6,1044.6,26.4,34,42.5,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,10,87,0,28.145,0,35.586,0,51.925,0,105.2,1160.2,1160.2,28.1,35.6,51.9,SBU,0,,Nt,,Location 2,Free Practice 1
23,1,11,100,0,382.5,0,92.8,0,95,0,21.3,1730.6,1730.6,382.5,92.8,95,SBU,311.7,,Nt,,Location 2,Free Practice 1
23,1,12,73,0,407,0,83.1,0,88.2,0,21,2308.8,2308.8,407,83.1,88.2,SBU,359.7,,Nt,,Location 2,Free Practice 1
23,1,13,110,0,86.4,0,37.542,0,46.58,0,71.4,2479.3,2479.3,86.4,37.5,46.6,SBU,57.2,,Nt,,Location 2,Free Practice 1
23,1,14,83,0,28.835,0,40.676,0,49.529,0,102.2,2598.3,2598.3,28.8,40.7,49.5,SBU,0,,Nt,250,Location 2,Free Practice 1
23,1,15,69,0,25.099,2,50.764,0,41.863,2,103.4,2716,2716,25.1,50.8,41.9,SBU,0,,Nt,250,Location 2,Free Practice 1
25,1,1,81,0,47.989,0,40.423,0,65.5,0,79.1,153.9,153.9,48,40.4,65.5,JVER,12.4,,DS,,Location 2,Free Practice 1
25,1,2,97,0,28.022,0,35.805,0,52.559,0,104.5,270.3,270.3,28,35.8,52.6,JVER,0,,DS,,Location 2,Free Practice 1
25,1,3,84,0,53.969,0,35.601,0,46.394,0,89.5,406.3,406.3,54,35.6,46.4,JVER,0,,DS,,Location 2,Free Practice 1
25,1,4,96,0,26.908,0,34.626,0,69,0,93.2,536.8,536.8,26.9,34.6,69,JVER,0,,DS,,Location 2,Free Practice 1
25,1,5,103,0,26.89,0,34.835,0,43.867,0,115.2,642.4,642.4,26.9,34.8,43.9,JVER,0,,DS,,Location 2,Free Practice 1
25,1,6,105,0,26.515,0,35.009,0,44.878,0,114.4,748.8,748.8,26.5,35,44.9,JVER,0,,DS,,Location 2,Free Practice 1
25,1,7,83,0,26.056,0,33.846,0,43.215,0,118,851.9,851.9,26.1,33.8,43.2,JVER,0,,DS,,Location 2,Free Practice 1
25,1,8,130,0,32.31,0,48.123,0,65.8,0,83.2,998.2,998.2,32.3,48.1,65.8,JVER,0,,DS,,Location 2,Free Practice 1
25,1,9,117,0,37.182,0,35.343,0,46.746,0,102,1117.4,1117.4,37.2,35.3,46.7,JVER,0,,DS,,Location 2,Free Practice 1
25,1,10,89,0,27.112,0,34.798,0,51.584,0,107.2,1230.9,1230.9,27.1,34.8,51.6,JVER,0,,DS,,Location 2,Free Practice 1
25,1,11,144,0,326.7,0,40.161,0,51.095,0,29.1,1648.9,1648.9,326.7,40.2,51.1,JVER,293.6,,DS,,Location 2,Free Practice 1
25,1,12,93,0,28.661,0,40.171,0,57.302,0,96.5,1775,1775,28.7,40.2,57.3,JVER,0,,DS,235,Location 2,Free Practice 1
25,1,13,119,0,25.078,0,32.605,2,42.109,0,121.9,1874.8,1874.8,25.1,32.6,42.1,JVER,0,,DS,250,Location 2,Free Practice 1
25,1,14,73,0,30.198,0,38.532,0,47.294,0,104.9,1990.9,1990.9,30.2,38.5,47.3,JVER,0,,DS,,Location 2,Free Practice 1
25,1,15,123,0,25.739,0,33.307,0,42.434,0,119.9,2092.3,2092.3,25.7,33.3,42.4,JVER,0,,DS,,Location 2,Free Practice 1
25,1,16,100,0,46.204,0,83,0,89,0,55.7,2310.6,2310.6,46.2,83,89,JVER,0,,DS,,Location 2,Free Practice 1
25,1,17,107,0,125.9,0,46.244,0,47.611,0,55.4,2530.3,2530.3,125.9,46.2,47.6,JVER,91.8,,DS,,Location 2,Free Practice 1
25,1,18,97,0,30.621,0,37.664,0,45.304,0,107.1,2643.9,2643.9,30.6,37.7,45.3,JVER,0,,DS,250,Location 2,Free Practice 1
25,1,19,73,2,24.705,3,32.906,0,42.005,2,122.1,2743.5,2743.5,24.7,32.9,42,JVER,0,,DS,250,Location 2,Free Practice 1
27,1,1,73,0,60.4,0,41.556,0,50.762,0,79.7,152.7,152.7,60.4,41.6,50.8,J,26.2,,BMWE,,Location 2,Free Practice 1
27,1,2,110,0,27.881,0,36.534,0,52.483,0,104.1,269.6,269.6,27.9,36.5,52.5,J,0,,BMWE,,Location 2,Free Practice 1
27,1,3,133,0,55.146,0,36.696,0,54.496,0,83.1,415.9,415.9,55.1,36.7,54.5,J,0,,BMWE,,Location 2,Free Practice 1
27,1,4,92,0,26.973,0,34.935,0,43.913,0,115,521.7,521.7,27,34.9,43.9,J,0,,BMWE,,Location 2,Free Practice 1
27,1,5,122,0,26.521,0,34.41,0,43.658,0,116.3,626.3,626.3,26.5,34.4,43.7,J,0,,BMWE,,Location 2,Free Practice 1
27,1,6,87,0,31.477,0,36.706,0,51.413,0,101.7,745.9,745.9,31.5,36.7,51.4,J,0,,BMWE,,Location 2,Free Practice 1
27,1,7,82,0,26.274,0,34.353,0,212.3,0,44.6,1018.8,1018.8,26.3,34.4,212.3,J,0,,BMWE,,Location 2,Free Practice 1
27,1,8,79,0,26.305,0,33.984,0,43.124,0,117.7,1122.2,1122.2,26.3,34,43.1,J,0,,BMWE,,Location 2,Free Practice 1
27,1,9,87,0,29.967,0,40.22,0,48.391,0,102.6,1240.8,1240.8,30,40.2,48.4,J,0,,BMWE,,Location 2,Free Practice 1
27,1,10,71,0,26.04,0,33.76,0,42.614,0,118.8,1343.2,1343.2,26,33.8,42.6,J,0,,BMWE,,Location 2,Free Practice 1
27,1,11,98,0,27.893,0,35.075,0,50.7,0,107,1456.9,1456.9,27.9,35.1,50.7,J,0,,BMWE,,Location 2,Free Practice 1
27,1,12,88,0,268.3,0,38.435,0,47.89,0,34.3,1811.6,1811.5,268.3,38.4,47.9,J,236.6,,BMWE,,Location 2,Free Practice 1
27,1,13,74,0,26.503,0,34.078,0,43.213,0,117.2,1915.3,1915.3,26.5,34.1,43.2,J,0,,BMWE,,Location 2,Free Practice 1
27,1,14,76,0,26.015,0,37.605,0,53.045,0,104.3,2032,2032,26,37.6,53,J,0,,BMWE,,Location 2,Free Practice 1
27,1,15,89,0,28.046,0,41.378,0,79.7,0,81.6,2181.1,2181.1,28,41.4,79.7,J,0,,BMWE,,Location 2,Free Practice 1
27,1,16,114,0,266.6,0,37.18,0,49.813,0,34.4,2534.7,2534.7,266.6,37.2,49.8,J,237.5,,BMWE,250,Location 2,Free Practice 1
27,1,17,0,2,25.218,2,32.733,2,41.636,2,122.2,2634.3,2634.3,25.2,32.7,41.6,J,0,,BMWE,250,Location 2,Free Practice 1
27,1,18,122,0,29.222,0,42.193,0,45.935,0,103.7,2751.6,2751.6,29.2,42.2,45.9,J,0,,BMWE,250,Location 2,Free Practice 1
28,1,1,93,0,122,0,39.988,0,46.823,0,58.3,208.9,208.9,122,40,46.8,MNT,86.7,,BMWl,,Location 2,Free Practice 1
28,1,2,87,0,27.8,0,48.562,0,76.6,0,79.5,361.8,361.8,27.8,48.6,76.6,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,3,93,0,26.875,0,34.816,0,43.786,0,115.4,467.3,467.3,26.9,34.8,43.8,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,4,87,0,26.396,0,34.026,0,43.652,0,116.9,571.4,571.4,26.4,34,43.7,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,5,83,0,26.433,0,34.399,0,43.305,0,116.8,675.5,675.5,26.4,34.4,43.3,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,6,113,0,26.389,0,34.373,0,49.944,0,109.9,786.2,786.2,26.4,34.4,49.9,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,7,105,0,476,0,35.542,0,44.183,0,21.9,1341.9,1341.9,476,35.5,44.2,MNT,447.9,,BMWl,,Location 2,Free Practice 1
28,1,8,117,0,26.692,0,34.2,0,43.113,0,117,1445.9,1445.9,26.7,34.2,43.1,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,9,129,0,26.354,0,40.504,0,56.856,0,98.4,1569.6,1569.6,26.4,40.5,56.9,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,10,71,0,25.963,0,33.705,0,46.481,0,114.6,1675.8,1675.8,26,33.7,46.5,MNT,0,,BMWl,,Location 2,Free Practice 1
28,1,11,83,0,417.7,0,49.231,0,88.9,0,21.9,2231.6,2231.6,417.7,49.2,88.9,MNT,388.6,,BMWl,,Location 2,Free Practice 1
28,1,12,70,0,166.2,0,38.756,0,51.102,0,47.5,2487.6,2487.6,166.2,38.8,51.1,MNT,138.7,,BMWl,235,Location 2,Free Practice 1
28,1,13,83,2,25.27,0,32.956,2,41.714,2,121.8,2587.6,2587.6,25.3,33,41.7,MNT,0,,BMWl,250,Location 2,Free Practice 1
28,1,14,96,0,26.809,0,36.823,0,43.058,0,114.1,2694.3,2694.3,26.8,36.8,43.1,MNT,0,,BMWl,250,Location 2,Free Practice 1
28,1,15,88,0,25.15,2,37.491,0,42.104,0,116.2,2799,2799,25.1,37.5,42.1,MNT,0,,BMWl,250,Location 2,Free Practice 1
29,1,1,72,0,70.2,0,40.01,0,53.23,0,74.4,163.4,163.4,70.2,40,53.2,AS,36.4,,MAHINDRAd,,Location 2,Free Practice 1
29,1,2,119,0,26.968,0,34.797,0,55.134,0,104.1,280.3,280.3,27,34.8,55.1,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,3,89,0,49.164,0,34.723,0,48.413,0,92,412.6,412.6,49.2,34.7,48.4,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,4,84,0,27.107,0,34.853,0,43.99,0,114.8,518.6,518.6,27.1,34.9,44,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,5,91,0,26.707,0,34.59,0,43.995,0,115.6,623.9,623.9,26.7,34.6,44,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,6,96,0,26.569,0,34.585,0,43.632,0,116.1,728.7,728.7,26.6,34.6,43.6,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,7,104,0,26.885,0,35.215,0,48.815,0,109.7,839.6,839.6,26.9,35.2,48.8,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,8,103,0,26.571,0,34.349,0,53.38,0,106.5,953.9,953.9,26.6,34.3,53.4,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,9,70,0,26.235,0,34.037,0,43.209,0,117.6,1057.4,1057.4,26.2,34,43.2,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,10,91,0,26.286,0,34.019,0,49.544,0,110.8,1167.2,1167.2,26.3,34,49.5,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,11,84,0,435,0,37.826,0,53.778,0,23.1,1693.8,1693.8,435,37.8,53.8,AS,400.7,,MAHINDRAd,,Location 2,Free Practice 1
29,1,12,85,0,26.023,0,33.907,0,45.38,0,115.5,1799.2,1799.2,26,33.9,45.4,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,13,114,0,25.864,0,33.724,0,42.444,2,119.3,1901.2,1901.2,25.9,33.7,42.4,AS,0,,MAHINDRAd,,Location 2,Free Practice 1
29,1,14,133,0,34.649,0,44.742,0,55.224,0,90.4,2035.8,2035.8,34.6,44.7,55.2,AS,0,,MAHINDRAd,235,Location 2,Free Practice 1
29,1,15,93,0,25.511,0,32.865,0,71.1,0,94,2165.3,2165.3,25.5,32.9,71.1,AS,0,,MAHINDRAd,235,Location 2,Free Practice 1
29,1,16,124,0,315.9,0,36.282,0,47.423,0,30.5,2564.8,2564.8,315.9,36.3,47.4,AS,285.6,,MAHINDRAd,250,Location 2,Free Practice 1
29,1,17,69,2,25.207,2,32.809,2,42.683,0,120.8,2665.5,2665.5,25.2,32.8,42.7,AS,0,,MAHINDRAd,250,Location 2,Free Practice 1
29,1,18,100,0,25.492,0,34.302,0,42.887,0,118.5,2768.2,2768.2,25.5,34.3,42.9,AS,0,,MAHINDRAd,250,Location 2,Free Practice 1
33,1,1,71,0,63.8,0,41.311,0,53.49,0,76.7,158.6,158.6,63.8,41.3,53.5,RR,29.3,,AR,,Location 2,Free Practice 1
33,1,2,89,0,27.166,0,35.763,0,51.461,0,106.4,273,273,27.2,35.8,51.5,RR,0,,AR,,Location 2,Free Practice 1
33,1,3,72,0,53.374,0,36.158,0,48.307,0,88.3,410.9,410.9,53.4,36.2,48.3,RR,0,,AR,,Location 2,Free Practice 1
33,1,4,92,0,27.024,0,34.478,0,43.677,0,115.7,516.1,516.1,27,34.5,43.7,RR,0,,AR,,Location 2,Free Practice 1
33,1,5,123,0,26.663,0,34.74,0,43.959,0,115.5,621.4,621.4,26.7,34.7,44,RR,0,,AR,,Location 2,Free Practice 1
33,1,6,75,0,26.866,0,34.49,0,43.779,0,115.7,726.6,726.6,26.9,34.5,43.8,RR,0,,AR,,Location 2,Free Practice 1
33,1,7,126,0,27.233,0,34.62,0,45.565,0,113.3,834,834,27.2,34.6,45.6,RR,0,,AR,,Location 2,Free Practice 1
33,1,8,92,0,26.992,0,34.465,0,49.227,0,109.9,944.7,944.7,27,34.5,49.2,RR,0,,AR,,Location 2,Free Practice 1
33,1,9,72,0,26.242,0,33.963,0,47.743,0,112.7,1052.6,1052.6,26.2,34,47.7,RR,0,,AR,,Location 2,Free Practice 1
33,1,10,113,0,358.6,0,38.992,0,45.365,0,27.5,1495.5,1495.5,358.6,39,45.4,RR,329.6,,AR,,Location 2,Free Practice 1
33,1,11,117,0,26.539,0,33.368,0,42.394,2,118.9,1597.8,1597.8,26.5,33.4,42.4,RR,0,,AR,,Location 2,Free Practice 1
33,1,12,109,0,26.47,0,33.467,0,42.463,0,118.8,1700.2,1700.2,26.5,33.5,42.5,RR,0,,AR,,Location 2,Free Practice 1
33,1,13,68,0,25.925,0,33.763,0,48.689,0,112.3,1808.6,1808.6,25.9,33.8,48.7,RR,0,,AR,,Location 2,Free Practice 1
33,1,14,102,0,217.1,0,38.749,0,54.477,0,39.2,2118.9,2118.9,217.1,38.7,54.5,RR,182.9,,AR,,Location 2,Free Practice 1
33,1,15,99,0,294,0,39.994,0,49.07,0,31.8,2502,2502,294,40,49.1,RR,263.7,,AR,235,Location 2,Free Practice 1
33,1,16,129,0,25.215,0,32.632,2,45.466,0,117.8,2605.3,2605.3,25.2,32.6,45.5,RR,0,,AR,235,Location 2,Free Practice 1
33,1,17,125,2,25.008,2,32.64,0,42.842,0,121.1,2705.8,2705.8,25,32.6,42.8,RR,0,,AR,250,Location 2,Free Practice 1
36,1,1,85,0,79,0,40.705,0,50.735,0,71.4,170.4,170.4,79,40.7,50.7,ALOTTE,34,,TAG ,,Location 2,Free Practice 1
36,1,2,73,0,28.325,0,37.081,0,69.7,0,90.1,305.5,305.5,28.3,37.1,69.7,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,3,83,0,32.933,0,35.73,0,46.97,0,105.2,421.1,421.1,32.9,35.7,47,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,4,71,0,27.313,0,35.149,0,44.198,0,114.1,527.8,527.8,27.3,35.1,44.2,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,5,133,0,26.941,0,34.801,0,43.523,0,115.6,633.1,633.1,26.9,34.8,43.5,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,6,87,0,26.813,0,34.938,0,43.835,0,115.2,738.7,738.7,26.8,34.9,43.8,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,7,83,0,26.741,0,34.373,0,43.598,0,116.2,843.4,843.4,26.7,34.4,43.6,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,8,93,0,37.098,0,45.417,0,56.521,0,87.5,982.4,982.4,37.1,45.4,56.5,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,9,83,0,26.341,0,34.034,0,42.692,0,118.1,1085.5,1085.5,26.3,34,42.7,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,10,100,0,26.066,0,34.013,0,42.614,0,118.5,1188.2,1188.2,26.1,34,42.6,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,11,104,0,37.319,0,48.393,0,52.475,0,88.1,1326.4,1326.4,37.3,48.4,52.5,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,12,80,0,26.053,0,33.739,0,42.282,0,119.2,1428.4,1428.4,26.1,33.7,42.3,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,13,100,0,26.015,0,37.019,0,58.802,0,99.9,1550.3,1550.3,26,37,58.8,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,14,93,0,25.825,0,33.973,0,42.334,0,119.1,1652.4,1652.4,25.8,34,42.3,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,15,87,0,35.326,0,47.088,0,50.507,0,91.5,1785.3,1785.3,35.3,47.1,50.5,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,16,71,0,26.063,0,33.423,0,42.708,0,119.1,1887.5,1887.5,26.1,33.4,42.7,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,17,74,0,28.579,0,38.593,0,52.629,0,101.6,2007.3,2007.3,28.6,38.6,52.6,ALOTTE,0,,TAG ,,Location 2,Free Practice 1
36,1,18,87,0,405.1,0,40.061,0,45.864,0,24.8,2498.3,2498.3,405.1,40.1,45.9,ALOTTE,374.6,,TAG ,,Location 2,Free Practice 1
36,1,19,114,0,29.597,0,35.235,0,47.225,0,108.6,2610.4,2610.4,29.6,35.2,47.2,ALOTTE,0,,TAG ,250,Location 2,Free Practice 1
36,1,20,79,2,25.406,2,33.24,2,41.77,2,121.2,2710.8,2710.8,25.4,33.2,41.8,ALOTTE,0,,TAG ,250,Location 2,Free Practice 1
37,1,1,101,0,56.052,0,40.792,0,51.143,0,82.2,148,148,56.1,40.8,51.1,N,22,,EA,,Location 2,Free Practice 1
37,1,2,144,0,26.953,0,35.627,0,52.193,0,106,262.8,262.8,27,35.6,52.2,N,0,,EA,,Location 2,Free Practice 1
37,1,3,86,0,58.186,0,35.381,0,44.084,0,88.4,400.4,400.4,58.2,35.4,44.1,N,0,,EA,,Location 2,Free Practice 1
37,1,4,93,0,27.522,0,35.247,0,44.611,0,113.3,507.8,507.8,27.5,35.2,44.6,N,0,,EA,,Location 2,Free Practice 1
37,1,5,137,0,27.067,0,35.148,0,44.142,0,114.4,614.1,614.1,27.1,35.1,44.1,N,0,,EA,,Location 2,Free Practice 1
